year,state,n_cause_name,deaths,age_adjusted_death_rate
2012,Oklahoma,Influenza and pneumonia (J09-J18),573,13.8
2012,Oklahoma,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",670,17.6
2012,Oklahoma,Malignant neoplasms (C00-C97),8040,189.9
2012,Oklahoma,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",554,13.4
2012,Oklahoma,Parkinson's disease (G20-G21),299,7.4
2012,Oklahoma,Pneumonitis due to solids and liquids (J69),260,6.3
2012,Oklahoma,Septicemia (A40-A41),510,12.3
2012,Oregon,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1709,39.9
2012,Oregon,All Causes,32759,706.6
2012,Oregon,Alzheimer's disease (G30),1326,27.9
2012,Oregon,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",110,2.8
2012,Oregon,Cerebrovascular diseases (I60-I69),1763,37.5
2012,Oregon,"Chronic liver disease and cirrhosis (K70,K73-K74)",530,11.5
2012,Oregon,Chronic lower respiratory diseases (J40-J47),1915,42.2
2012,Oregon,Diabetes mellitus (E10-E14),1126,24.3
2012,Oregon,"Diseases of heart (I00-I09,I11,I13,I20-I51)",6180,130.3
2012,Oregon,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",500,10.3
2012,Oregon,Influenza and pneumonia (J09-J18),382,8.1
2012,Oregon,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",724,17.8
2012,Oregon,Malignant neoplasms (C00-C97),7832,168
2012,Oregon,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",320,6.9
2012,Oregon,Parkinson's disease (G20-G21),362,8
2012,Oregon,Pneumonitis due to solids and liquids (J69),135,2.9
2012,Oregon,Septicemia (A40-A41),176,3.7
2012,Pennsylvania,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",6334,45
2012,Pennsylvania,All Causes,126981,759.2
2012,Pennsylvania,Alzheimer's disease (G30),3505,18.9
2012,Pennsylvania,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",698,5.8
2012,Pennsylvania,Cerebrovascular diseases (I60-I69),6546,37.4
2012,Pennsylvania,"Chronic liver disease and cirrhosis (K70,K73-K74)",1240,7.9
2012,Pennsylvania,Chronic lower respiratory diseases (J40-J47),6550,38.8
2012,Pennsylvania,Diabetes mellitus (E10-E14),3735,22.3
2012,Pennsylvania,"Diseases of heart (I00-I09,I11,I13,I20-I51)",30952,177.7
2012,Pennsylvania,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",1046,5.9
2012,Pennsylvania,Influenza and pneumonia (J09-J18),2360,13.5
2012,Pennsylvania,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1647,12.4
2012,Pennsylvania,Malignant neoplasms (C00-C97),28909,175.5
2012,Pennsylvania,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",2736,15.8
2012,Pennsylvania,Parkinson's disease (G20-G21),1265,7.3
2012,Pennsylvania,Pneumonitis due to solids and liquids (J69),897,5.1
2012,Pennsylvania,Septicemia (A40-A41),2067,12.3
2012,Rhode Island,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",525,44.1
2012,Rhode Island,All Causes,9354,686.5
2012,Rhode Island,Alzheimer's disease (G30),299,19.8
2012,Rhode Island,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",30,3
2012,Rhode Island,Cerebrovascular diseases (I60-I69),433,30.6
2012,Rhode Island,"Chronic liver disease and cirrhosis (K70,K73-K74)",139,11
2012,Rhode Island,Chronic lower respiratory diseases (J40-J47),504,36.9
2012,Rhode Island,Diabetes mellitus (E10-E14),198,14.7
2012,Rhode Island,"Diseases of heart (I00-I09,I11,I13,I20-I51)",2360,165.2
2012,Rhode Island,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",64,4.4
2012,Rhode Island,Influenza and pneumonia (J09-J18),161,11.2
2012,Rhode Island,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",105,9.5
2012,Rhode Island,Malignant neoplasms (C00-C97),2148,163.5
2012,Rhode Island,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",135,9.7
2012,Rhode Island,Parkinson's disease (G20-G21),85,6.2
2012,Rhode Island,Pneumonitis due to solids and liquids (J69),65,4.3
2012,Rhode Island,Septicemia (A40-A41),122,9.1
2012,South Carolina,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2336,48.3
2012,South Carolina,All Causes,43198,835.2
2012,South Carolina,Alzheimer's disease (G30),1634,33.6
2012,South Carolina,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",373,8.2
2012,South Carolina,Cerebrovascular diseases (I60-I69),2349,45.9
2012,South Carolina,"Chronic liver disease and cirrhosis (K70,K73-K74)",573,10.6
2012,South Carolina,Chronic lower respiratory diseases (J40-J47),2467,46.9
2012,South Carolina,Diabetes mellitus (E10-E14),1197,22.3
2012,South Carolina,"Diseases of heart (I00-I09,I11,I13,I20-I51)",9364,180.2
2012,South Carolina,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",408,7.9
2012,South Carolina,Influenza and pneumonia (J09-J18),726,14.4
2012,South Carolina,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",673,13.7
2012,South Carolina,Malignant neoplasms (C00-C97),9728,178.8
2012,South Carolina,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",860,16.4
2012,South Carolina,Parkinson's disease (G20-G21),349,7.2
2012,South Carolina,Pneumonitis due to solids and liquids (J69),259,5.2
2012,South Carolina,Septicemia (A40-A41),753,14.4
2012,South Dakota,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",426,47.4
2012,South Dakota,All Causes,7333,712.3
2012,South Dakota,Alzheimer's disease (G30),460,39.4
2012,South Dakota,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",20,2.4
2012,South Dakota,Cerebrovascular diseases (I60-I69),408,37.4
2012,South Dakota,"Chronic liver disease and cirrhosis (K70,K73-K74)",114,13.4
2012,South Dakota,Chronic lower respiratory diseases (J40-J47),481,45.7
2012,South Dakota,Diabetes mellitus (E10-E14),218,21.5
2012,South Dakota,"Diseases of heart (I00-I09,I11,I13,I20-I51)",1668,155.4
2012,South Dakota,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",78,6.8
2012,South Dakota,Influenza and pneumonia (J09-J18),185,16.6
2012,South Dakota,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",141,16.8
2012,South Dakota,Malignant neoplasms (C00-C97),1630,163
2012,South Dakota,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",58,5.6
2012,South Dakota,Parkinson's disease (G20-G21),51,4.9
2012,South Dakota,Pneumonitis due to solids and liquids (J69),58,5.2
2012,South Dakota,Septicemia (A40-A41),66,6.4
2012,Tennessee,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",3513,53.1
2012,Tennessee,All Causes,61956,880.6
2012,Tennessee,Alzheimer's disease (G30),2434,36.3
2012,Tennessee,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",471,7.4
2012,Tennessee,Cerebrovascular diseases (I60-I69),3120,44.9
2012,Tennessee,"Chronic liver disease and cirrhosis (K70,K73-K74)",813,11
2012,Tennessee,Chronic lower respiratory diseases (J40-J47),3695,51.8
2012,Tennessee,Diabetes mellitus (E10-E14),1852,25.8
2012,Tennessee,"Diseases of heart (I00-I09,I11,I13,I20-I51)",14454,203.7
2012,Tennessee,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",672,9.7
2012,Tennessee,Influenza and pneumonia (J09-J18),1435,20.6
2012,Tennessee,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",978,14.6
2012,Tennessee,Malignant neoplasms (C00-C97),13765,187.6
2012,Tennessee,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",933,13.4
2012,Tennessee,Parkinson's disease (G20-G21),494,7.3
2012,Tennessee,Pneumonitis due to solids and liquids (J69),542,7.9
2012,Tennessee,Septicemia (A40-A41),722,10.3
2012,Texas,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",9313,37.4
2012,Texas,All Causes,174187,753.3
2012,Texas,Alzheimer's disease (G30),5175,24.6
2012,Texas,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",1324,5.1
2012,Texas,Cerebrovascular diseases (I60-I69),9305,41.8
2012,Texas,"Chronic liver disease and cirrhosis (K70,K73-K74)",3300,12.8
2012,Texas,Chronic lower respiratory diseases (J40-J47),9524,42.7
2012,Texas,Diabetes mellitus (E10-E14),5136,21.9
2012,Texas,"Diseases of heart (I00-I09,I11,I13,I20-I51)",39061,171.3
2012,Texas,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",1725,7.7
2012,Texas,Influenza and pneumonia (J09-J18),2974,13.4
2012,Texas,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",3037,11.9
2012,Texas,Malignant neoplasms (C00-C97),38142,160.3
2012,Texas,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",3525,15.6
2012,Texas,Parkinson's disease (G20-G21),1587,7.6
2012,Texas,Pneumonitis due to solids and liquids (J69),1234,5.7
2012,Texas,Septicemia (A40-A41),3617,15.7
2012,Utah,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1097,44.5
2012,Utah,All Causes,15676,700
2012,Utah,Alzheimer's disease (G30),411,19.9
2012,Utah,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",46,1.7
2012,Utah,Cerebrovascular diseases (I60-I69),809,37.8
2012,Utah,"Chronic liver disease and cirrhosis (K70,K73-K74)",206,8.5
2012,Utah,Chronic lower respiratory diseases (J40-J47),663,30.6
2012,Utah,Diabetes mellitus (E10-E14),541,24.6
2012,Utah,"Diseases of heart (I00-I09,I11,I13,I20-I51)",3091,142.4
2012,Utah,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",137,6.4
2012,Utah,Influenza and pneumonia (J09-J18),337,15.6
2012,Utah,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",550,21
2012,Utah,Malignant neoplasms (C00-C97),2876,128.2
2012,Utah,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",270,12.4
2012,Utah,Parkinson's disease (G20-G21),194,9.5
2012,Utah,Pneumonitis due to solids and liquids (J69),124,5.8
2012,Utah,Septicemia (A40-A41),153,6.9
2012,Vermont,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",333,47.4
2012,Vermont,All Causes,5491,700.1
2012,Vermont,Alzheimer's disease (G30),284,35.3
2012,Vermont,Cerebrovascular diseases (I60-I69),281,35.9
2012,Vermont,"Chronic liver disease and cirrhosis (K70,K73-K74)",44,5.6
2012,Vermont,Chronic lower respiratory diseases (J40-J47),364,46.3
2012,Vermont,Diabetes mellitus (E10-E14),168,21.4
2012,Vermont,"Diseases of heart (I00-I09,I11,I13,I20-I51)",1206,150.6
2012,Vermont,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",52,6.3
2012,Vermont,Influenza and pneumonia (J09-J18),81,9.9
2012,Vermont,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",87,13
2012,Vermont,Malignant neoplasms (C00-C97),1325,165
2012,Vermont,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",21,2.6
2012,Vermont,Parkinson's disease (G20-G21),51,6.8
2012,Vermont,Pneumonitis due to solids and liquids (J69),34,4.2
2012,Vermont,Septicemia (A40-A41),31,4
2012,Virginia,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2883,34.5
2012,Virginia,All Causes,61564,730.2
2012,Virginia,Alzheimer's disease (G30),1712,21.2
2012,Virginia,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",335,4.1
2012,Virginia,Cerebrovascular diseases (I60-I69),3394,40.7
2012,Virginia,"Chronic liver disease and cirrhosis (K70,K73-K74)",822,8.9
2012,Virginia,Chronic lower respiratory diseases (J40-J47),3070,36.9
2012,Virginia,Diabetes mellitus (E10-E14),1603,18.6
2012,Virginia,"Diseases of heart (I00-I09,I11,I13,I20-I51)",13386,158.6
2012,Virginia,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",643,7.6
2012,Virginia,Influenza and pneumonia (J09-J18),1307,15.8
2012,Virginia,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1063,12.7
2012,Virginia,Malignant neoplasms (C00-C97),14294,165
2012,Virginia,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1523,18.3
2012,Virginia,Parkinson's disease (G20-G21),564,7.1
2012,Virginia,Pneumonitis due to solids and liquids (J69),542,6.7
2012,Virginia,Septicemia (A40-A41),1321,15.8
2012,Washington,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2760,38.3
2012,Washington,All Causes,50105,681.5
2012,Washington,Alzheimer's disease (G30),3219,43.8
2012,Washington,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",227,3.3
2012,Washington,Cerebrovascular diseases (I60-I69),2513,34.3
2012,Washington,"Chronic liver disease and cirrhosis (K70,K73-K74)",860,11.1
2012,Washington,Chronic lower respiratory diseases (J40-J47),2955,41
2012,Washington,Diabetes mellitus (E10-E14),1650,22.4
2012,Washington,"Diseases of heart (I00-I09,I11,I13,I20-I51)",10360,139.3
2012,Washington,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",569,7.6
2012,Washington,Influenza and pneumonia (J09-J18),728,9.9
2012,Washington,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1038,14.5
2012,Washington,Malignant neoplasms (C00-C97),11952,161.4
2012,Washington,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",482,6.6
2012,Washington,Parkinson's disease (G20-G21),577,8.4
2012,Washington,Pneumonitis due to solids and liquids (J69),511,7
2012,Washington,Septicemia (A40-A41),415,5.7
2012,West Virginia,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1371,70.8
2012,West Virginia,All Causes,21915,939.3
2012,West Virginia,Alzheimer's disease (G30),598,25.3
2012,West Virginia,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",103,5.9
2012,West Virginia,Cerebrovascular diseases (I60-I69),1140,47.9
2012,West Virginia,"Chronic liver disease and cirrhosis (K70,K73-K74)",256,10.8
2012,West Virginia,Chronic lower respiratory diseases (J40-J47),1524,62.4
2012,West Virginia,Diabetes mellitus (E10-E14),741,30.5
2012,West Virginia,"Diseases of heart (I00-I09,I11,I13,I20-I51)",4942,208.1
2012,West Virginia,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",254,10.5
2012,West Virginia,Influenza and pneumonia (J09-J18),425,18.1
2012,West Virginia,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",326,17.1
2012,West Virginia,Malignant neoplasms (C00-C97),4684,191.8
2012,West Virginia,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",471,19.7
2012,West Virginia,Parkinson's disease (G20-G21),181,7.8
2012,West Virginia,Pneumonitis due to solids and liquids (J69),127,5.4
2012,West Virginia,Septicemia (A40-A41),327,13.8
2012,Wisconsin,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2825,44.7
2012,Wisconsin,All Causes,48384,707.8
2012,Wisconsin,Alzheimer's disease (G30),1646,22.6
2012,Wisconsin,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",187,3.5
2012,Wisconsin,Cerebrovascular diseases (I60-I69),2520,36
2012,Wisconsin,"Chronic liver disease and cirrhosis (K70,K73-K74)",570,8.6
2012,Wisconsin,Chronic lower respiratory diseases (J40-J47),2524,37.1
2012,Wisconsin,Diabetes mellitus (E10-E14),1289,19
2012,Wisconsin,"Diseases of heart (I00-I09,I11,I13,I20-I51)",11282,160.7
2012,Wisconsin,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",412,5.8
2012,Wisconsin,Influenza and pneumonia (J09-J18),996,14.1
2012,Wisconsin,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",723,12.4
2012,Wisconsin,Malignant neoplasms (C00-C97),11252,166.3
2012,Wisconsin,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1024,14.8
2012,Wisconsin,Parkinson's disease (G20-G21),540,8
2012,Wisconsin,Pneumonitis due to solids and liquids (J69),315,4.5
2012,Wisconsin,Septicemia (A40-A41),439,6.4
2012,Wyoming,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",308,52.9
2012,Wyoming,All Causes,4481,748.3
2012,Wyoming,Alzheimer's disease (G30),123,21.5
2012,Wyoming,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",20,3.5
2012,Wyoming,Cerebrovascular diseases (I60-I69),205,34.9
2012,Wyoming,"Chronic liver disease and cirrhosis (K70,K73-K74)",103,16.4
2012,Wyoming,Chronic lower respiratory diseases (J40-J47),334,55.8
2012,Wyoming,Diabetes mellitus (E10-E14),97,15.9
2012,Wyoming,"Diseases of heart (I00-I09,I11,I13,I20-I51)",1005,167.2
2012,Wyoming,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",29,4.9
2012,Wyoming,Influenza and pneumonia (J09-J18),91,15.7
2012,Wyoming,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",171,29.6
2012,Wyoming,Malignant neoplasms (C00-C97),955,154.2
2012,Wyoming,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",72,12.3
2012,Wyoming,Parkinson's disease (G20-G21),39,7
2012,Wyoming,Pneumonitis due to solids and liquids (J69),27,4.6
2012,Wyoming,Septicemia (A40-A41),55,9.1
2013,Alabama,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2329,47.2
2013,Alabama,All Causes,50189,925.2
2013,Alabama,Alzheimer's disease (G30),1398,26.7
2013,Alabama,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",417,9
2013,Alabama,Cerebrovascular diseases (I60-I69),2604,48.1
2013,Alabama,"Chronic liver disease and cirrhosis (K70,K73-K74)",577,10.1
2013,Alabama,Chronic lower respiratory diseases (J40-J47),3043,54.8
2013,Alabama,Diabetes mellitus (E10-E14),1349,24.3
2013,Alabama,"Diseases of heart (I00-I09,I11,I13,I20-I51)",12472,228.4
2013,Alabama,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",585,10.6
2013,Alabama,Influenza and pneumonia (J09-J18),1035,19.2
2013,Alabama,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",721,14.4
2013,Alabama,Malignant neoplasms (C00-C97),10328,182.2
2013,Alabama,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",1057,19.3
2013,Alabama,Parkinson's disease (G20-G21),425,8.1
2013,Alabama,Pneumonitis due to solids and liquids (J69),284,5.3
2013,Alabama,Septicemia (A40-A41),965,17.5
2013,Alaska,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",353,52.5
2013,Alaska,All Causes,3997,724.4
2013,Alaska,Alzheimer's disease (G30),72,18.9
2013,Alaska,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",43,5.7
2013,Alaska,Cerebrovascular diseases (I60-I69),189,40.7
2013,Alaska,"Chronic liver disease and cirrhosis (K70,K73-K74)",82,11.3
2013,Alaska,Chronic lower respiratory diseases (J40-J47),197,37.9
2013,Alaska,Diabetes mellitus (E10-E14),112,20.1
2013,Alaska,"Diseases of heart (I00-I09,I11,I13,I20-I51)",706,135
2013,Alaska,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",35,6.9
2013,Alaska,Influenza and pneumonia (J09-J18),66,14.1
2013,Alaska,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",171,23.2
2013,Alaska,Malignant neoplasms (C00-C97),1016,172
2013,Alaska,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",49,10.1
2013,Alaska,Parkinson's disease (G20-G21),36,8.9
2013,Alaska,Pneumonitis due to solids and liquids (J69),16,NA
2013,Alaska,Septicemia (A40-A41),37,6.7
2013,Arizona,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",3349,48.6
2013,Arizona,All Causes,50534,674.2
2013,Arizona,Alzheimer's disease (G30),2383,31.7
2013,Arizona,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",389,6
2013,Arizona,Cerebrovascular diseases (I60-I69),2162,28.6
2013,Arizona,"Chronic liver disease and cirrhosis (K70,K73-K74)",1069,14.7
2013,Arizona,Chronic lower respiratory diseases (J40-J47),3345,43.5
2013,Arizona,Diabetes mellitus (E10-E14),1786,23.5
2013,Arizona,"Diseases of heart (I00-I09,I11,I13,I20-I51)",10755,141.1
2013,Arizona,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",775,10.2
2013,Arizona,Influenza and pneumonia (J09-J18),776,10.4
2013,Arizona,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1163,17.5
2013,Arizona,Malignant neoplasms (C00-C97),11347,147
2013,Arizona,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",374,4.9
2013,Arizona,Parkinson's disease (G20-G21),584,7.8
2013,Arizona,Pneumonitis due to solids and liquids (J69),260,3.5
2013,Arizona,Septicemia (A40-A41),370,4.9
2013,Arkansas,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1373,44.8
2013,Arkansas,All Causes,30437,893.8
2013,Arkansas,Alzheimer's disease (G30),918,27.2
2013,Arkansas,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",212,7.5
2013,Arkansas,Cerebrovascular diseases (I60-I69),1637,47.6
2013,Arkansas,"Chronic liver disease and cirrhosis (K70,K73-K74)",338,9.8
2013,Arkansas,Chronic lower respiratory diseases (J40-J47),2090,60.1
2013,Arkansas,Diabetes mellitus (E10-E14),835,24.2
2013,Arkansas,"Diseases of heart (I00-I09,I11,I13,I20-I51)",7377,214.1
2013,Arkansas,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",276,8.1
2013,Arkansas,Influenza and pneumonia (J09-J18),794,23.3
2013,Arkansas,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",516,17.3
2013,Arkansas,Malignant neoplasms (C00-C97),6688,190
2013,Arkansas,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",762,22
2013,Arkansas,Parkinson's disease (G20-G21),196,5.8
2013,Arkansas,Pneumonitis due to solids and liquids (J69),194,5.7
2013,Arkansas,Septicemia (A40-A41),529,15.4
2013,California,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",11538,29.2
2013,California,All Causes,248359,630.1
2013,California,Alzheimer's disease (G30),11891,30
2013,California,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",1890,4.9
2013,California,Cerebrovascular diseases (I60-I69),13698,34.9
2013,California,"Chronic liver disease and cirrhosis (K70,K73-K74)",4824,11.8
2013,California,Chronic lower respiratory diseases (J40-J47),13598,35.3
2013,California,Diabetes mellitus (E10-E14),8057,20.6
2013,California,"Diseases of heart (I00-I09,I11,I13,I20-I51)",60299,151.8
2013,California,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",4720,11.9
2013,California,Influenza and pneumonia (J09-J18),6551,16.6
2013,California,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",4025,10.2
2013,California,Malignant neoplasms (C00-C97),57714,147
2013,California,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",2840,7.2
2013,California,Parkinson's disease (G20-G21),2543,6.7
2013,California,Pneumonitis due to solids and liquids (J69),1498,3.8
2013,California,Septicemia (A40-A41),1310,3.3
2013,Colorado,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",2422,46.4
2013,Colorado,All Causes,33712,655.4
2013,Colorado,Alzheimer's disease (G30),1316,27.2
2013,Colorado,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",184,3.5
2013,Colorado,Cerebrovascular diseases (I60-I69),1588,32
2013,Colorado,"Chronic liver disease and cirrhosis (K70,K73-K74)",712,12.6
2013,Colorado,Chronic lower respiratory diseases (J40-J47),2297,45.9
2013,Colorado,Diabetes mellitus (E10-E14),788,15
2013,Colorado,"Diseases of heart (I00-I09,I11,I13,I20-I51)",6456,125.7
2013,Colorado,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",260,5.2
2013,Colorado,Influenza and pneumonia (J09-J18),606,12
2013,Colorado,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",1007,18.6
2013,Colorado,Malignant neoplasms (C00-C97),7357,139.2
2013,Colorado,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",450,9
2013,Colorado,Parkinson's disease (G20-G21),372,7.8
2013,Colorado,Pneumonitis due to solids and liquids (J69),290,5.8
2013,Colorado,Septicemia (A40-A41),392,7.6
2013,Connecticut,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",1582,39.3
2013,Connecticut,All Causes,29632,646.3
2013,Connecticut,Alzheimer's disease (G30),824,16.2
2013,Connecticut,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",100,2.9
2013,Connecticut,Cerebrovascular diseases (I60-I69),1348,28.3
2013,Connecticut,"Chronic liver disease and cirrhosis (K70,K73-K74)",336,7.7
2013,Connecticut,Chronic lower respiratory diseases (J40-J47),1348,29.7
2013,Connecticut,Diabetes mellitus (E10-E14),664,14.8
2013,Connecticut,"Diseases of heart (I00-I09,I11,I13,I20-I51)",7090,148.9
2013,Connecticut,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",374,7.8
2013,Connecticut,Influenza and pneumonia (J09-J18),604,12.2
2013,Connecticut,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",330,8.7
2013,Connecticut,Malignant neoplasms (C00-C97),6619,148.4
2013,Connecticut,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",565,11.9
2013,Connecticut,Parkinson's disease (G20-G21),279,6
2013,Connecticut,Pneumonitis due to solids and liquids (J69),370,7.6
2013,Connecticut,Septicemia (A40-A41),575,12.6
2013,Delaware,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",412,42.9
2013,Delaware,All Causes,7967,726.8
2013,Delaware,Alzheimer's disease (G30),192,17.6
2013,Delaware,"Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)",52,5.8
2013,Delaware,Cerebrovascular diseases (I60-I69),409,37
2013,Delaware,"Chronic liver disease and cirrhosis (K70,K73-K74)",82,7.2
2013,Delaware,Chronic lower respiratory diseases (J40-J47),482,43.5
2013,Delaware,Diabetes mellitus (E10-E14),218,19.4
2013,Delaware,"Diseases of heart (I00-I09,I11,I13,I20-I51)",1861,168
2013,Delaware,"Essential hypertension and hypertensive renal disease (I10,I12,I15)",69,6.2
2013,Delaware,Influenza and pneumonia (J09-J18),150,13.6
2013,Delaware,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",122,12.5
2013,Delaware,Malignant neoplasms (C00-C97),1905,167.6
2013,Delaware,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",178,16
2013,Delaware,Parkinson's disease (G20-G21),81,7.4
2013,Delaware,Pneumonitis due to solids and liquids (J69),51,4.7
2013,Delaware,Septicemia (A40-A41),157,14.3
2013,District of Columbia,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",216,33.6
2013,District of Columbia,All Causes,4719,752
2013,District of Columbia,Alzheimer's disease (G30),130,19.8
